Azure Databricks で Azure Data Lake Storage Gen2 のデータを処理する際、特定ディレクトリへのアクセスを許可されたデータエンジニアのみに制限するために使用すべきクラスター構成はどれか。|Credential Passthrough（資格情報パススルー）|Managed Identity 統合|高並列クラスター|Photon 対応ランタイム|||||A|Credential Passthroughを使用すると、Databricksはジョブを実行しているユーザーのAzure AD資格情報を使用してADLS Gen2へアクセスする。そのためADLSのACLやディレクトリレベルのアクセス権がそのまま適用され、許可されたユーザーのみが特定のデータへアクセスできる。Managed Identityはサービス単位の認証、高並列クラスターとPhotonはパフォーマンス関連機能でありアクセス制御には関係しない。|Azure Databricks Security|Azure::Databricks Azure::ADLSGen2 Azure::CredentialPassthrough Security::IdentityAccess
Azure Functions で HTTP ベースの API を設計する際、特定のリソースに対して匿名の読み取りアクセスを許可しつつ、書き込み操作は認証ユーザーのみに制限する必要がある。この要件を満たす認証レベルはどれか。|Function|Anonymous|Admin|User-assigned Managed Identity|||||B|Anonymous 認証レベルを使用すると認証なしで API へアクセスできるため、公開リソースの読み取りを許可できる。書き込み操作は別の認証メカニズムで制御でき、さらにレート制限を組み合わせることで API の悪用を防ぐことができる。Function や Admin はキーが必要となり匿名アクセスを許可できない。Managed Identity はサービス間認証であり API クライアント認証には使用されない。|Azure Functions Security|Azure::Functions Azure::API Azure::Auth Security::API
Azure におけるリソース管理を自動化する必要があります。リソースは事前定義された構成に基づいて自動的に作成、更新、および削除される必要があります。Azure 環境におけるリソースの展開と管理を自動化するために使用すべきサービスはどれですか。|Azure Automation|Azure Resource Manager (ARM) テンプレート|Azure Logic Apps|Azure Monitor|||||B|ARMテンプレートはAzureのInfrastructure as Code(IaC)の仕組みであり、JSONテンプレートを使用してAzureリソースの構成を宣言的に定義できる。これによりリソースの作成・更新・削除を自動化でき、同じテンプレートを何度でも再利用できる。Azure Automationは運用タスクの自動化、Logic Appsはワークフロー統合、Azure Monitorは監視サービスであり、インフラ構成の自動デプロイには適していない。|Azure Fundamentals|Azure::ARM,Azure::ResourceManager,Cloud::InfrastructureAsCode,Cloud::ResourceManagement
企業はAzureサブスクリプション全体でガバナンスとコンプライアンスを強化しながらリソース展開を自動化したいと考えています。企業ポリシーの遵守、ロール割り当ての管理、および将来の更新のためのバージョン管理が必要です。このシナリオでARMテンプレートよりAzure Blueprintsを使用する利点として最も適切な説明はどれですか。|Azure Blueprints を使用すると、バージョン管理および追跡可能な繰り返し可能なリソース、ポリシー、および役割割り当てのセットを作成できる|Azure Blueprints はデプロイ後に非準拠リソースを自動修復できる|Azure Blueprints は単一の定義で複数のサブスクリプションにリソースを展開できるが ARMテンプレートは単一サブスクリプションに限定される|Azure Blueprints は開発者以外でも管理できるGUIを提供しARMテンプレートはJSON知識が必要|||||A|Azure BlueprintsはARMテンプレートだけでなくAzure PolicyやRBACロール割り当てを含むガバナンス構成をまとめて定義できる仕組みであり、Blueprint自体にバージョン管理機能があるため企業環境でのコンプライアンス管理に適している。ARMテンプレートは主にリソースデプロイ用のIaCツールであり、ガバナンス管理やBlueprintレベルのバージョン管理機能は提供しない。|Azure Governance|Azure::Blueprints,Azure::ARM,Azure::Policy,Azure::RBAC,Cloud::Governance
Azure SQL Database に保存されている個人識別情報（PII）を、特権ユーザーのみが閲覧できるようにする必要があります。このセキュリティ要件を満たすために導入すべき機能はどれですか。|透明データ暗号化（TDE）|動的データマスキング|Azure Active Directory 認証|Always Encrypted（カラムマスターキーによる暗号化）|||||D|Always Encrypted は列レベルで機密データを暗号化し、暗号化キーを持つユーザーまたはアプリケーションのみが復号できる仕組みである。暗号化と復号はクライアント側で行われるため、データベース管理者やサーバー管理者でも平文データを見ることはできない。TDEは保存データを暗号化するだけでユーザーアクセス制御は行わず、Dynamic Data Maskingは表示時のマスクのみで完全な保護ではなく、Azure AD認証はユーザー認証の仕組みでありデータ自体の保護機能ではない。|Azure SQL Security|Azure::SQLDatabase,Azure::AlwaysEncrypted,Security::Encryption,DataSecurity::PII
Azure とオンプレミス環境に複数の仮想マシンを展開しており、ExpressRoute を使用して接続しています。ネットワークトラフィックを分析し、仮想マシンへのパケットが許可されているか拒否されているかを確認する必要があります。この要件を満たす Azure のツールはどれですか。|Azure Network Watcher IP Flow Verify|Azure Traffic Analytics|Azure Network Security Group Diagnostics|Azure Application Gateway|||||A|Azure Network Watcher の IP Flow Verify は、特定の通信が NSG ルールによって許可されるか拒否されるかをシミュレーションして確認できるネットワーク診断ツールである。送信元IP、宛先IP、ポート、プロトコルを指定すると、どのNSGルールが適用されて通信が許可または拒否されたかを確認できる。Traffic Analytics はトラフィック分析用、NSG Diagnostics は構成確認用、Application Gateway はWebトラフィックの負荷分散用であり、パケットの許可・拒否の検証には適していない。|Azure Networking|Azure::NetworkWatcher,Azure::IPFlowVerify,Azure::NSG,Azure::ExpressRoute,Networking::Troubleshooting
APIキー、証明書、パスワードなどの機密データをAzureに安全に保存し、許可されたユーザーおよびアプリケーションのみがアクセスできるようにする必要があります。この要件を満たすAzureサービスはどれですか。|Azure Key Vault|Azure Blob Storage と暗号化|アクセス制御付き Azure File Storage|Managed Identity を持つ Azure Storage Account|||||A|Azure Key Vault は APIキー、パスワード、証明書、暗号鍵などの機密情報を安全に保存するための専用サービスである。Azure Active Directory と統合され、RBACやアクセスポリシーによってユーザーやアプリケーションのアクセスを制御できる。Blob Storage や File Storage は一般的なデータ保存サービスでありシークレット管理専用ではない。また Managed Identity は認証機能であり、機密情報を保存するサービスではない。|Azure Security|Azure::KeyVault,Azure::Security,Security::SecretsManagement,Security::AccessControl
Azure Application Gateway を使用して仮想マシンのバックエンドプールにトラフィックを分散しています。Webアプリケーションは /api や /home などの URL パスに基づいて異なる処理を行う必要があります。URLパスに基づいてトラフィックをルーティングするために設定すべき機能はどれですか。|URLベースのルーティング|SSLオフロード|ヘルスプローブ|Web Application Firewall（WAF）|||||A|Azure Application Gateway の URLベースのルーティング（Path-based routing）は、HTTPリクエストのURLパスを基にバックエンドプールを選択する機能である。例えば /api/* をAPIサーバー、/home/* をWebサーバーへルーティングできる。SSLオフロードは暗号化処理の負荷軽減、ヘルスプローブはバックエンドの正常性確認、WAFはWeb攻撃防御の機能でありURLルーティングには関係しない。|Azure Networking|Azure::ApplicationGateway,Azure::LoadBalancing,Networking::Layer7Routing,Web::PathBasedRouting
20GBのサイズを持つ20個のSQLデータベースをAzureに展開する必要があります。データベースはそれぞれ異なる使用パターンを持っています。ソリューションは99.99%のSLAを満たし、コンピューティングリソースを動的にスケーリングし、計算コストを最小化する必要があります。どのソリューションを推奨すべきですか。|サーバーレス階層のAzure SQL Databaseを20インスタンス|Azure仮想マシン上の20のデータベース|20のAzure SQL Databaseを含むElastic Pool|可用性セット上で実行される20のSQL Server VM|||||C|Azure SQL Database Elastic Pool は複数のデータベースが共有されたコンピューティングリソースを使用する仕組みであり、ワークロードが異なるデータベースに最適である。リソースは必要に応じてデータベース間で動的に割り当てられるためコストを最適化できる。またAzure SQL DatabaseはPaaSサービスのため99.99%のSLAを提供する。SQL ServerをVMで実行する場合は管理負荷が高く、サーバーレスを個別に使用するよりElastic Poolの方がコスト効率が高い場合が多い。|Azure Database|Azure::SQLDatabase,Azure::ElasticPool,Cloud::CostOptimization,Cloud::Scalability,Database::PaaS
オンプレミスアプリケーションとAzureサービスを接続するハイブリッドクラウドアーキテクチャを設計しています。ソリューションは低遅延、高可用性、およびシームレスなフェールオーバー機能を提供する必要があります。どのサービスと構成の組み合わせを推奨すべきですか。|Azure ExpressRoute とバックアップ接続としての Azure VPN Gateway|Azure Application Gateway と Azure Traffic Manager|Azure Site Recovery と Azure Load Balancer|Azure AD Connect と Azure Virtual Network Gateway|||||A|Azure ExpressRoute はオンプレミスとAzure間の専用プライベート接続を提供し、低遅延で安定したネットワーク通信を実現する。さらに VPN Gateway をバックアップ接続として構成することで、ExpressRoute 障害時にフェールオーバーできる冗長構成を実現できる。Application Gateway や Traffic Manager は負荷分散サービスであり、Site Recovery はディザスタリカバリー、Azure AD Connect はID同期であるためハイブリッド接続要件には適さない。|Azure Networking|Azure::ExpressRoute,Azure::VPNGateway,Cloud::HybridArchitecture,Networking::HighAvailability
オンプレミスネットワークをVPN経由でAzureに接続するハイブリッドクラウドソリューションを設計しています。オンプレミスネットワークは安全な接続を維持しながらAzureの仮想ネットワーク（VNet）内のリソースにアクセスする必要があります。オンプレミスネットワークとAzure VNet間の安全な接続を確立するために設定すべきVPNの種類はどれですか。|Azure ExpressRoute|Site-to-Site VPN Gateway|Point-to-Site VPN Gateway|Azure Virtual WAN|||||B|Site-to-Site VPNはオンプレミスネットワーク全体とAzure Virtual NetworkをIPsec/IKE暗号化トンネルで接続する方式であり、ハイブリッドクラウド構成で最も一般的に使用されるVPN接続方法である。Point-to-Site VPNは個々のユーザーのデバイス接続向けであり、ExpressRouteは専用回線接続、Virtual WANは大規模ネットワーク管理サービスであるため、この要件には適していない。|Azure Networking|Azure::VPNGateway,Azure::SiteToSiteVPN,Azure::VirtualNetwork,Cloud::HybridNetworking
変動するトラフィック負荷を処理するためにスケーラビリティが必要なWebアプリケーションをAzure仮想マシン上で実行しています。アプリケーションはトラフィック需要に応じて自動的にスケーリングする必要があります。仮想マシンの自動スケーリングを有効にするにはどのサービスを設定する必要がありますか。|Virtual Machine Scale Sets|Azure Load Balancer|Azure Application Gateway|Azure Traffic Manager|||||A|Virtual Machine Scale Sets（VMSS）は同一構成の仮想マシンをグループとして管理し、CPU使用率などのメトリクスに基づいてVM数を自動的に増減できる。これによりトラフィック負荷に応じて自動スケーリングが可能になる。Load BalancerやApplication Gatewayはトラフィック分散の機能でありVM数のスケーリングは行わず、Traffic ManagerはDNSベースのグローバルルーティングサービスである。|Azure Compute|Azure::VMScaleSet,Azure::VirtualMachines,Cloud::AutoScaling,Cloud::Scalability
Azureでホストされるマルチテナントアプリケーション向けに、スケーラブルでコスト効率の高いデータアーキテクチャを設計しています。複数データベースの変動するワークロードに対応し、最小限の運用オーバーヘッドで個々のデータベースをスケーリングできる必要があります。また既存のオンプレミスSQL Serverライセンスを活用する必要があります。どの購入モデルまたはオプションを推奨すべきですか。|Pay-as-you-go|vCore 購入モデル|予約インスタンス|Azure Hybrid Benefit|||||D|Azure Hybrid Benefitは既存のオンプレミスSQL ServerライセンスをAzure SQL Databaseで再利用できる仕組みであり、ライセンスコストを大幅に削減できる。Software Assurance付きSQL ServerライセンスをAzureで使用できるため最大約40%のコスト削減が可能であり、スケーラブルなAzure SQL Databaseと組み合わせてマルチテナントアプリケーションのコスト効率を向上できる。Pay-as-you-goやvCoreモデル単体では既存ライセンスを活用できず、予約インスタンスはワークロード変動の大きい環境では柔軟性が低い。|Azure Database|Azure::SQLDatabase,Azure::HybridBenefit,Cloud::CostOptimization,Database::Licensing
Azure Cosmos DBを使用して運用データを保存するAzureソリューションを設計しています。Azure Synapse Analytics を使用して、このデータを毎日分析する必要がありますが、Cosmos DB のトランザクションワークロードのパフォーマンスに影響を与えてはいけません。運用データベースへの影響を最小限に抑えるために推奨されるソリューションはどれですか。|Azure Synapse Link for Azure Cosmos DB|Azure Cosmos DB Change Feed|Azure Data Factory と Cosmos DB 統合|PolyBase を使用した Azure Synapse Analytics データロード|||||A|Azure Synapse Link for Azure Cosmos DB は Cosmos DB の運用データを分析専用の Analytical Store に自動同期し、Azure Synapse Analytics から直接クエリできるようにする機能である。これにより ETL 処理なしで分析が可能になり、トランザクションワークロードに影響を与えない。Change Feed や Data Factory は追加のデータ処理やコピーが必要であり、PolyBase はリアルタイム分析用途には適していない。|Azure Data|Azure::CosmosDB,Azure::SynapseLink,Azure::SynapseAnalytics,Database::NoSQL,Cloud::Analytics
オンプレミスのPostgreSQLデータベースをAzureに移行する必要があります。移行ではダウンタイムを最小限に抑え、リアルタイムデータレプリケーションを行い、移行後は可変ワークロードに対応できる必要があります。また高度なセキュリティとコンプライアンスをサポートする必要があります。どのサービスの組み合わせを推奨すべきですか。|Azure Database Migration Service|Azure Site Recovery|Azure Data Factory|Azure Database for PostgreSQL - Flexible Server|||||A D|Azure Database Migration Service はオンライン移行とリアルタイムレプリケーションを提供し、オンプレミスデータベースを最小ダウンタイムでAzureへ移行できる。移行先として Azure Database for PostgreSQL - Flexible Server を使用することで、高可用性、スケーラビリティ、セキュリティ、マネージド運用を提供できる。Site RecoveryはDR用途、Data FactoryはETL用途であり、リアルタイムデータベース移行には最適ではない。|Azure Database|Azure::DatabaseMigrationService,Azure::PostgreSQLFlexibleServer,Cloud::DatabaseMigration,Database::PostgreSQL
Azure App Service と Azure SQL Database を使用するソリューションを設計しています。すべてのリソースは承認されたAzureリージョンにのみデプロイする必要があり、App Service と対応する SQL Database は同じリージョンに配置する必要があります。これらの規制要件を強制するために導入すべきソリューションはどれですか。|Azure Policy（Allowed Locations ポリシー）|リージョンパラメータを含む ARM テンプレート|地域制限付き Azure Blueprints|Microsoft Defender for Cloud のコンプライアンスダッシュボード|||||A|Azure Policy の組み込みポリシー「Allowed Locations」を使用すると、Azureリソースをデプロイできるリージョンを制限できる。ポリシーはリソース作成時に評価され、許可されていないリージョンへのデプロイは拒否される。ARMテンプレートはリージョン指定はできるがガバナンスを強制できず、Blueprintsはポリシー管理の仕組みだがこの要件にはAzure Policyが直接適している。Defender for Cloudは監視ツールでありデプロイ制御は行わない。|Azure Governance|Azure::Policy,Azure::Governance,Azure::AppService,Azure::SQLDatabase
Azure AD 認証を必要とする Azure Web アプリケーションにおいて、特定の信頼できる IP 範囲からのみアクセス可能とし、企業ネットワーク内のユーザーには認証を求めず、企業ネットワーク外のユーザーにはカスタムログインページにリダイレクトする必要があります。これらの要件を満たすために推奨されるソリューションはどれですか。|条件付きアクセス付き Azure AD アプリケーション プロキシ|サインインリスクポリシー付き Azure AD ID 保護|IP フィルタリングによる Azure API 管理|認証ポリシー付き Azure フロント ドア|||||A|条件付きアクセス付き Azure AD アプリケーション プロキシは、IP 範囲によるアクセス制御とシームレスな認証を提供し、企業ネットワーク外のユーザーにカスタムログインページへのリダイレクトを可能にするため、指定された要件を満たす最適なソリューションです。|Azure Security|Azure::ADApplicationProxy,Azure::ConditionalAccess,Cloud::IdentityManagement,Cloud::AccessManagement
Azure内で機密性の高いアプリケーションシークレットを保存および管理するためのセキュアなソリューションを設計する必要があります。シークレットは暗号化され、最小特権の原則に基づいて特定のアプリケーションにアクセスを許可する必要があります。さらに、ダウンタイムなしでシークレットの回転が可能なソリューションが求められます。最適なアプローチはどれですか。|Azureリソースの管理済みIDを使用して、Azure Key Vaultを使用|シークレットをAzureストレージアカウントに保存し、SASでアクセス制御|Azure Functionsを使用してカスタム認証メカニズムを実装|Azure ADサービスプリンシパルを使用してAzure Key Vaultへのアクセスを管理|||||A|Azure Key Vaultと管理されたIDを使用することで、アプリケーションシークレットをセキュアに保存し、最小特権アクセス、シークレットの回転、ダウンタイムなしでの管理を簡素化できます。その他のアプローチは管理が複雑で、セキュリティの一貫性が欠ける場合があります。|Azure Security|Azure::KeyVault,Azure::ManagedIdentity,Cloud::SecretManagement,Cloud::Security
複数のAzure Storageアカウントを部門ごとに利用しており、誰がアクセスできるかやどの操作が可能かを細かく制御する必要がある。またストレージリソースへのアクセスや変更を監査できる必要がある。この要件を満たすAzure機能はどれか。|Azure ロールベースアクセス制御 (RBAC)|Azure Storage Service Encryption|Azure Managed Identity|Azure Policy|||||A|Azure RBACはAzureリソースへのアクセスをロールベースで管理する仕組みであり、ユーザー・グループ・サービスプリンシパルに対して特定の操作権限を付与できる。ストレージアカウントに対しても細かなアクセス制御が可能で、最小権限の原則を適用できる。またAzure Activity Logと統合されており、誰がいつどのリソースに対してどの操作を行ったかを監査できる。Storage Encryptionはデータ暗号化のみ、Managed Identityはサービス認証用、Azure Policyは構成ルールの強制でありアクセス制御ではない。|Azure Access Management and Security|Azure::RBAC Azure::Storage Azure::Security Cloud::AccessControl Cloud::Governance
オンプレミスのSQL ServerデータベースをAzureへ移行する計画がある。複雑なクエリへの低遅延アクセス、高可用性、データレジデンシー対応、自動スケーリング、保存時および通信時の暗号化などの高度なセキュリティを満たすAzureデータベースサービスはどれか。|Azure SQL Database Hyperscale と TDE|Azure Database for PostgreSQL Flexible Server|Azure Cosmos DB Gremlin API|Azure SQL Managed Instance|||||D|Azure SQL Managed InstanceはSQL Serverとの高い互換性を持つPaaSサービスであり、オンプレミスSQL Serverの移行に最適である。組み込み高可用性(99.99% SLA)、TDEによる保存時暗号化、TLSによる通信暗号化、VNet統合などのセキュリティ機能を提供する。またSQL Server機能をほぼそのまま利用できるため複雑なクエリや既存アプリケーションの変更を最小化できる。Azure SQL Databaseは一部機能互換性に制限があり、PostgreSQLは異なるDBエンジンであり移行に適さない。Cosmos DBはNoSQLでありSQL Serverワークロードには適さない。|Azure Database Solutions and Migration|Azure::SQLManagedInstance Azure::SQLDatabase Azure::CosmosDB Azure::PostgreSQL Cloud::Migration Database::SQLServer
複数のAzure仮想ネットワークでハブ＆スポークトポロジーを構成する必要がある。ハブVNetには共有サービスがあり複数のスポークがアクセスする必要があるが、スポーク同士は直接通信してはならない。また将来的にスポークを追加する際に既存構成を変更せず拡張できる必要がある。この要件を満たすピアリング構成はどれか。|ネットワークセキュリティグループとのハブ・アンド・スポーク・ピアリング|VNetからVNetへのルートテーブルのピアリング|バーチャルネットワークゲートウェイとのハブアンドスポークピアリング|サービスエンドポイントとのAzure Private Link|||||C|ハブ＆スポーク構成ではハブVNetが中央接続ポイントとして機能する。Virtual Network Gatewayを使用することでトラフィックをハブ経由に集中させ、スポーク間の直接通信を防ぎながら共有サービスへのアクセスを提供できる。また新しいスポークはハブへ接続するだけで追加できるためスケーラビリティも高い。NSGはトラフィックフィルタリングのみ、VNet直接ピアリングはスポーク間通信が可能になり要件に反する。Private LinkはPaaSサービス接続用でありVNet接続には使用しない。|Azure Networking|Azure::VNet Azure::HubSpoke Azure::VirtualNetworkGateway Azure::Networking Cloud::Architecture
Azure Resource Manager (ARM) リソースのデプロイメントに関するメトリクスやログを収集・分析し、導入成功率やユーザー活動などをレポートするソリューションを設計する必要がある。さらにリソースのパフォーマンスへ影響を与えない効率的な監視が求められている。この要件を満たすAzureサービスの組み合わせはどれか。|Azure Monitor と Azure Log Analytics|Azure Application Insights と Azure Data Lake Storage|Azure Event Hubs と Azure Stream Analytics|Azure Resource Graph と Azure Synapse Analytics|||||A|Azure MonitorはAzure環境のメトリクスとログを収集する統合監視サービスであり、リソースのパフォーマンスや状態を監視できる。Log AnalyticsはAzure Monitorと統合されたログ分析サービスで、Kusto Query Languageを使用してデプロイメントログやユーザーアクティビティを分析できる。この組み合わせによりARMデプロイメントの成功率や構成変更などを詳細に分析できる。Application Insightsはアプリ監視用途、Event Hubsはイベントストリーミング、Resource Graphはリソース検索用途であり要件を満たさない。|Azure Monitoring and Management|Azure::Monitor Azure::LogAnalytics Azure::ARM Cloud::Monitoring Cloud::Observability
複数リージョンに展開されたAzure VNet同士を安全かつ低遅延で通信させ、ネットワーク隔離・高可用性・災害復旧を考慮したアーキテクチャを実現するために最適なAzure機能はどれか。|Azure VNet ピアリング（Global VNet Peering）|Azure Virtual WAN|Azure Site-to-Site VPN（BGP対応）|Azure Private Link|||||A|Azure VNet Peering（特にGlobal VNet Peering）はAzureバックボーンネットワークを利用してVNet間を直接接続するため、低遅延・高帯域で安全な通信が可能になる。VPNのようにインターネットを経由せず、ゲートウェイも不要で管理もシンプルである。Virtual WANは大規模拠点接続向けで過剰構成、Site-to-Site VPNは主にオンプレミス接続で遅延が増える可能性がある。Private LinkはAzureサービスへのプライベート接続でありVNet同士の接続には使用できない。|Azure Networking Knowledge Area|Azure::VNet,Azure::VNetPeering,Azure::GlobalVNetPeering,Cloud::Networking,Cloud::Architecture
グローバルな動画ストリーミングサービスで高い同時アクセス処理能力、低遅延配信、コスト効率、複数リージョンのユーザー対応を実現するために最適なAzure Storage構成はどれか。|GRS付きプレミアムブロックブロブストレージ|Azure CDN と統合した標準汎用 v2 ストレージアカウント|GZRS付きプレミアムページブロブ|ライフサイクル管理ポリシー付き標準Blobストレージ|||||B|動画ストリーミングではコンテンツをBlob Storageに保存し、Azure CDNを利用してエッジロケーションでキャッシュすることで低遅延配信と高い同時接続処理能力を実現できる。Standard General-purpose v2はコスト効率が高くスケーラブルであり、CDNと組み合わせることでグローバルユーザーに最適な配信が可能となる。プレミアムブロブはコストが高く過剰性能となる場合があり、ページブロブはVMディスク用途であり動画保存には適さない。ライフサイクル管理はコスト最適化には役立つが低遅延配信を実現する仕組みではない。|Azure Storage Knowledge Area|Azure::Storage,Azure::BlobStorage,Azure::CDN,Azure::StorageAccount,Cloud::Architecture,Cloud::ContentDelivery
Azure環境で部門、所有者、環境、コストセンターなどの運用情報に基づいてすべてのリソースにタグを適用し、そのタグ付けを組織全体で強制および管理するために最も適したAzure機能はどれか。|Azure Resource Manager (ARM) テンプレート|タグ付けを強制するための Azure Policy|Azure Active Directory のロールベースアクセス制御 (RBAC)|Azure Resource Group|||||B|Azure PolicyはAzure環境のガバナンスとコンプライアンスを管理するサービスであり、リソース作成時に必須タグを強制したり、既存リソースを監査したり、自動修復によってタグを追加することができる。ARMテンプレートはデプロイ時にタグを設定できるが強制力がなく、RBACはアクセス制御の機能でありタグ管理とは無関係である。Resource Groupはリソースの整理単位でありタグ付けの強制機能は持たない。|Azure Governance Knowledge Area|Azure::Policy,Azure::Governance,Azure::ResourceTagging,Cloud::Governance,Cloud::Compliance
オンプレミスのファイル共有をAzure Storageに移行し、SMBプロトコルでオンプレミスアプリケーションからアクセスする。低遅延と高可用性を実現するために推奨されるストレージ冗長オプションはどれか。|ジオ冗長ストレージ (GRS)|ローカル冗長ストレージ (LRS)|ゾーン冗長ストレージ (ZRS)|読み取りアクセス ジオ冗長ストレージ (RA-GRS)|||||C|ZRS（Zone Redundant Storage）は同一リージョン内の複数の可用性ゾーンにデータを複製することで高可用性を提供しながら、リージョン内アクセスのため低遅延を維持できる。LRSは単一データセンターのみで可用性が不足し、GRSやRA-GRSは別リージョンへのレプリケーションを行うため主に災害復旧用途であり低遅延アクセスには最適ではない。|Azure Storage Knowledge Area|Azure::Storage,Azure::AzureFiles,Azure::ZRS,Cloud::HighAvailability,Cloud::Storage
Azureサブスクリプションで企業ポリシーに準拠するため、すべての新規リソースに対してリソースグループのタグと一致するタグを自動的に追加したい。この要件を満たすAzure Policyの効果はどれか。|Append|Deny|Modify|DeployIfNotExists|||||A|Append効果はリソース作成または更新時に追加プロパティ（タグなど）を自動的に追加できるため、リソースグループのタグを新規リソースへ自動的に継承させることができる。Denyはポリシー違反時にリソース作成を拒否するだけでタグを追加しない。Modifyは既存プロパティ変更用途であり、DeployIfNotExistsは不足しているリソースを自動デプロイする用途でタグ付与には適さない。|Azure Policy Knowledge Area|Azure::Policy,Azure::Governance,Azure::ResourceTagging,Cloud::Governance,Cloud::Compliance
Azureサブスクリプション内の約200のAzure SQLデータベースすべてでTransparent Data Encryption (TDE) を必須にし、既存データベースの非準拠構成を自動修復し、将来のデータベースでも手動介入なしで自動的にTDEを有効化するために使用すべきAzure Policyの効果はどれか。|DeployIfNotExists|DeployIfNotExists|Modify|Audit|||||A|DeployIfNotExistsは指定された構成が存在しない場合に必要なリソースまたは設定を自動的にデプロイするAzure Policy効果であり、既存リソースの修復と新規リソースの自動コンプライアンスを実現できる。Auditは違反を検出するだけで修復できず、Modifyはプロパティ変更用途であり構成の自動デプロイには適さない。|Azure Policy Knowledge Area|Azure::Policy,Azure::SQLDatabase,Azure::TDE,Security::Encryption,Cloud::Compliance
Azure Databricks を使用して Azure Data Lake Storage Gen2 上の構造化および非構造化データを処理する。データサイエンティストが並列機械学習実験を実行しながら、データディレクトリへの厳格なユーザー単位のアクセス制御を実現するために設定すべきアクセス方式はどれか。|Azure AD Credential Passthrough|Azure Managed Identity|Databricks Service Principal|Azure Key Vault backed secret|||||A|Azure AD Credential Passthroughを使用するとDatabricksは実行ユーザーのAzure AD資格情報をそのままADLS Gen2へ渡すため、ユーザー単位の認証とディレクトリレベルのACLによるアクセス制御が可能になる。Managed IdentityやService Principalはサービス単位の認証でありユーザーごとの権限管理ができない。Key Vaultはシークレット管理のサービスでありデータアクセス制御には使用できない。|Azure Data Services and Security Knowledge Area|Azure::Databricks,Azure::ADLSGen2,Azure::Identity,Azure::CredentialPassthrough,Security::AccessControl
Azure仮想マシン上でホストされている重要な多層アプリケーションに対して、RTO10分以内、RPO5分以内の厳格な災害復旧要件を満たし、リージョン障害時にセカンダリリージョンへ自動フェールオーバーできるようにするために構成すべきAzureサービスはどれか。|Azure Site Recovery|Azure Traffic Manager|Azure SQL Database Geo-replication|Azure Load Balancer|||||A|Azure Site RecoveryはVMの継続的レプリケーション、リージョン間フェールオーバー、自動復旧を提供する災害復旧サービスであり、厳格なRTOとRPO要件を満たすことができる。Traffic ManagerはDNSルーティング、SQL Geo-replicationはデータベースレベルの冗長化、Load Balancerはトラフィック分散であり、VMベースのアプリケーション全体の災害復旧には対応しない。|Azure Disaster Recovery Knowledge Area|Azure::SiteRecovery,Azure::VirtualMachines,Cloud::DisasterRecovery,Cloud::BusinessContinuity
複数のAzureリージョンに配置されたAzure App Serviceインスタンスに対して、トラフィックを均等に分散し、リージョン障害時でもアクセス可能にし、トラフィック急増に対してレート制限を適用する必要がある。この要件を満たすAzureサービスはどれか。|Azure Front Door|Azure Traffic Manager|Azure Load Balancer with Autoscaling|Azure Application Gateway|||||A|Azure Front DoorはMicrosoftのグローバルエッジネットワークを利用してHTTP/HTTPSトラフィックを複数リージョンのバックエンドへ分散するグローバルロードバランサーであり、ヘルスチェックによる自動フェールオーバー、WAFによるレート制限、SSL終端などの機能を提供する。Traffic ManagerはDNSルーティングのみでレート制限機能がなく、Load BalancerとApplication Gatewayは主に単一リージョン内の負荷分散に使用される。|Azure Networking and Load Balancing Knowledge Area|Azure::FrontDoor,Azure::AppService,Cloud::GlobalLoadBalancing,Cloud::HighAvailability
Google、Facebook、Microsoftなどのソーシャルメディアアカウントを使用してユーザーがWebアプリケーションへサインインできるようにするために設定すべき認証方式はどれか。|OAuth 2.0認証を統合する|OpenID Connectプロバイダーをセットアップする|Azure AD B2CでソーシャルIDプロバイダーを有効にする|Azure Multi-Factor Authenticationを使用する|||||A|OAuth 2.0は外部IDプロバイダーによる認証および認可を実現する標準プロトコルであり、Google、Facebook、Microsoftなどのソーシャルログインで広く利用されている。ユーザーはIDプロバイダーで認証し、アプリケーションはアクセストークンを使用してユーザー情報を取得するため、アプリケーションがユーザーパスワードを保持する必要がない。OpenID ConnectはOAuth2.0を拡張した認証プロトコルであり、Azure AD B2CはID管理サービス、MFAは追加認証要素でありソーシャルログイン自体の実装方式ではない。|Authentication Knowledge Area|Security::OAuth2,Security::Authentication,Cloud::WebApplication
複数のオンプレミスActive Directoryフォレストを持つハイブリッド環境で、ユーザーが既存の認証情報を使用してクラウドおよびオンプレミスアプリケーションへ追加のサインインプロンプトなしでシームレスにSSOできるようにするために使用すべきAzureサービスはどれか。|Azure AD Connect with Pass-through Authentication|Azure AD Federation|Azure AD Domain Services with SSO|Azure AD B2B Collaboration|||||A|Azure AD Connect with Pass-through AuthenticationはAzure ADへの認証要求をオンプレミスActive Directoryに転送し、ユーザーの資格情報をリアルタイムで検証するため、追加ログインなしのシームレスSSOを実現できる。AD FSフェデレーションはより複雑なインフラが必要であり、Azure AD Domain Servicesはマネージドドメイン用途、Azure AD B2Bは外部ユーザーコラボレーション用途であり、このシナリオの内部ユーザーSSO要件には適さない。|Identity and Access Management Knowledge Area|Azure::ActiveDirectory,Azure::ADConnect,Azure::PassThroughAuthentication,Security::SSO,Cloud::HybridIdentity
